FrameReceived	FrameStart	SystemTimestamp	Message
39736	691.6359	16492548270678724	Synch 2: 00680e8f
39742	691.7357	16492548271661201	Synch 2: 00681277
39748	691.8358	16492548272678477	Synch 2: 0068165f
39754	691.9358	16492548273661492	Synch 2: 00681a47
39760	692.0357	16492548274648843	Synch 2: 00681e2f
39763	692.0858	16492548275257209	Code: 00682084 0101
39764	692.1025	16492548275337245	Code: 006820bf 1313
39766	692.1357	16492548275676088	Synch 2: 00682217
39772	692.2358	16492548276653483	Synch 2: 006825ff
39777	692.3191	16492548277386584	Code: 006828d3 0101
39777	692.3191	16492548277466371	Code: 00682912 4848
39778	692.3357	16492548277685789	Synch 2: 006829e7
39780	692.3692	16492548277920249	Code: 00682ada 0101
39780	692.3692	16492548278000038	Code: 00682b26 1111
39784	692.4358	16492548278578489	Code: 00682d73 0101
39784	692.4358	16492548278658299	Code: 00682db8 1313
39784	692.4358	16492548278658299	Synch 2: 00682dcf
39785	692.4524	16492548278738056	Code: 00682e2a 0101
39785	692.4524	16492548278792967	Code: 00682e58 1111
39786	692.4691	16492548278912655	Code: 00682ec1 0101
39786	692.4691	16492548278992445	Code: 00682f06 1313
39787	692.4858	16492548279072229	Code: 00682f67 0101
39787	692.4858	16492548279152017	Code: 00682fa6 1111
39788	692.5024	16492548279231794	Code: 0068300e 0101
39788	692.5024	16492548279311580	Code: 00683045 1313
39790	692.5358	16492548279690568	Synch 2: 006831b7
39796	692.6357	16492548280667972	Synch 2: 0068359f
39802	692.7358	16492548281655331	Synch 2: 00683987
39808	692.8358	16492548282672606	Synch 2: 00683d6f
39814	692.9357	16492548283649984	Synch 2: 00684157
39820	693.0359	16492548284687465	Synch 2: 0068453f
39826	693.1357	16492548285664602	Synch 2: 00684927
39827	693.1524	16492548285714480	Code: 0068495d 0101
39827	693.1524	16492548285794524	Code: 00684999 3535
39832	693.2358	16492548286642276	Synch 2: 00684d0f
39838	693.3358	16492548287679214	Synch 2: 006850f7
39844	693.4359	16492548288656615	Synch 2: 006854df
39849	693.519	16492548289524530	Reward: 00685828 01f4
39850	693.5358	16492548289554450	Code: 00685851 0101
39850	693.5358	16492548289644217	Code: 00685898 3737
39850	693.5358	16492548289683857	Synch 2: 006858c7
39856	693.6357	16492548290661268	Synch 2: 00685caf
39861	693.7191	16492548291518961	Reward: 00685ffb 01f4
39861	693.7191	16492548291558846	Code: 00686026 0101
